Date,Store,Product,Category,Price,Quantity,Payment_Method,City,Customer_Age,Customer_Gender,Weekly_Sales,Holiday_Flag
2023-02-25,Store C,Eggs,Groceries,922.7,8.0,Credit Card,Houston,53.0,Female,8346.37,0
2023-09-25,Store B,Milk,Groceries,1644.5,1.0,Credit Card,Phoenix,20.0,Female,1513.5,1
2023-03-21,Store C,T-Shirt,Clothing,516.84,4.0,Cash,Phoenix,18.0,Male,2004.95,0
2023-03-14,Store C,Headphones,Electronics,942.63,9.0,Online Payment,Chicago,,Male,9128.43,0
2023-11-03,Store A,Sneakers,Clothing,436.0,2.0,Debit Card,Phoenix,68.0,Male,924.39,0
2022-06-17,Store D,Vacuum,Home & Kitchen,150.16,2.0,Cash,Houston,46.0,Male,347.4,0
2023-07-28,Store C,Yoga Mat,Sports,1859.11,8.0,Debit Card,Los Angeles,22.0,Female,14733.79,0
2022-08-19,Store A,Sneakers,Clothing,473.89,3.0,Online Payment,New York,55.0,Female,1367.76,0
2023-08-07,Store A,Microwave,Home & Kitchen,226.44,2.0,Online Payment,Los Angeles,55.0,Male,363.41,0
2023-03-10,Store B,Smartphone,Electronics,253.61,2.0,Cash,Chicago,61.0,Female,514.78,0
2022-03-23,Store C,Cheese,Groceries,406.52,1.0,Cash,Phoenix,37.0,Female,343.9,0
2023-01-10,Store D,Sneakers,Clothing,829.0,6.0,Cash,Chicago,64.0,Male,4958.64,0
2022-08-12,Store B,Jeans,Clothing,1361.0,5.0,Cash,Los Angeles,36.0,Male,7696.06,0
2022-05-28,Store A,Coffee Maker,Home & Kitchen,376.91,9.0,Credit Card,Los Angeles,31.0,Male,3011.08,0
2022-09-08,Store C,Microwave,Home & Kitchen,139.87,2.0,Cash,New York,18.0,Male,304.67,0
2022-04-22,Store B,Smartwatch,Electronics,1637.52,,Debit Card,Phoenix,36.0,Male,5617.0,0
2023-02-14,Store D,Bread,Groceries,1816.19,9.0,Cash,Phoenix,57.0,Female,18811.95,0
2023-12-31,Store A,Football,Sports,1052.47,8.0,Credit Card,New York,38.0,Male,9028.25,0
2022-02-08,Store D,Tennis Racket,Sports,238.21,6.0,Online Payment,Houston,59.0,Female,1333.68,0
2022-07-26,Store A,Cheese,Groceries,1677.12,6.0,Debit Card,Phoenix,45.0,Male,10810.18,1
2022-06-28,Store C,Jeans,Clothing,665.64,9.0,Credit Card,Houston,,Female,5788.14,0
2022-06-03,Store B,Bread,Groceries,663.78,4.0,Credit Card,Los Angeles,38.0,Male,2675.71,0
2022-10-22,Store B,Laptop,Electronics,1429.0,3.0,Credit Card,Chicago,32.0,Male,4499.81,0
2022-07-06,Store A,Jeans,Clothing,63.16,4.0,Cash,Los Angeles,62.0,Female,244.47,0
2023-12-24,Store D,Milk,Groceries,1225.23,6.0,Online Payment,Chicago,36.0,Male,8565.95,0
2022-08-12,Store D,Cheese,Groceries,1681.04,5.0,Credit Card,New York,49.0,Male,7068.81,1
2022-06-26,Store D,Basketball,Sports,1013.74,7.0,Credit Card,New York,26.0,Male,6334.86,0
2022-11-07,Store D,Bread,Groceries,1957.37,2.0,Cash,Los Angeles,64.0,Male,3514.1,0
2023-06-25,Store D,Blender,Home & Kitchen,1372.17,,Cash,Houston,68.0,Female,6186.37,0
2023-08-25,Store B,Blender,Home & Kitchen,173.09,6.0,Credit Card,New York,25.0,Male,1105.97,0
2023-09-10,Store A,Jacket,Clothing,1480.12,6.0,Online Payment,Houston,67.0,Male,10575.19,0
2022-12-26,Store D,Microwave,Home & Kitchen,418.51,8.0,Debit Card,Phoenix,27.0,Female,2972.7,0
2022-02-28,Store B,Sneakers,Clothing,1197.35,4.0,Online Payment,Los Angeles,27.0,Female,5645.23,0
2023-10-31,Store D,Sneakers,Clothing,1485.25,8.0,Cash,Houston,20.0,Male,12579.89,0
2022-07-20,Store D,Milk,Groceries,629.54,2.0,Debit Card,New York,68.0,Female,1453.57,1
2023-08-09,Store C,Tennis Racket,Sports,1047.38,1.0,Credit Card,New York,48.0,Male,939.12,0
2023-03-31,Store B,Cheese,Groceries,1536.3,2.0,Debit Card,Los Angeles,19.0,Male,3136.6,0
2022-02-12,Store D,T-Shirt,Clothing,1277.19,,Online Payment,Houston,66.0,Female,2773.09,0
2023-10-18,Store D,Laptop,Electronics,768.14,7.0,Debit Card,Houston,,Male,5160.43,0
2022-07-03,Store A,Blender,Home & Kitchen,1907.3,2.0,Debit Card,Phoenix,53.0,,3925.39,0
2023-11-20,Store B,T-Shirt,Clothing,1962.18,5.0,Cash,Chicago,62.0,Male,9242.98,0
2023-07-21,Store B,Coffee Maker,Home & Kitchen,1129.66,,Online Payment,Houston,62.0,Female,7908.73,0
2022-07-18,Store C,Smartphone,Electronics,829.15,,Cash,Phoenix,43.0,Male,8011.19,0
2023-10-08,Store C,Blender,Home & Kitchen,1181.36,6.0,Credit Card,Los Angeles,56.0,Female,7415.41,0
2022-11-03,Store B,Basketball,Sports,903.45,9.0,,Chicago,34.0,Male,7921.29,0
2022-04-22,Store C,Bread,Groceries,207.44,3.0,,New York,63.0,Female,740.23,0
2022-07-03,Store B,Smartwatch,Electronics,479.09,6.0,Credit Card,Phoenix,23.0,Female,2722.51,0
2023-04-08,Store C,Basketball,Sports,1000.28,6.0,Debit Card,Houston,57.0,Female,5306.32,0
2022-09-19,Store C,Vacuum,Home & Kitchen,1513.65,5.0,Cash,New York,,Male,6930.23,1
2023-08-11,Store A,Vacuum,Home & Kitchen,761.56,1.0,Cash,Houston,46.0,Male,835.01,0
2023-02-19,Store C,Yoga Mat,Sports,445.32,6.0,Cash,New York,45.0,Female,2733.58,0
2023-01-08,Store C,Tennis Racket,Sports,,7.0,Online Payment,Houston,37.0,Female,5654.91,0
2022-06-10,Store A,Blender,Home & Kitchen,611.96,6.0,Debit Card,Phoenix,44.0,Female,2947.79,0
2023-01-05,Store B,Laptop,Electronics,1857.62,9.0,Debit Card,Phoenix,,Female,14979.78,0
2022-05-23,Store D,Milk,Groceries,634.86,4.0,Online Payment,Chicago,61.0,Female,2668.19,0
2023-08-04,Store C,Microwave,Home & Kitchen,1387.38,7.0,Debit Card,Phoenix,62.0,Female,7973.56,0
2023-05-31,Store A,Tennis Racket,Sports,1733.44,6.0,Cash,Phoenix,63.0,Male,9819.78,0
2023-03-08,Store D,Football,Sports,233.93,5.0,Cash,Los Angeles,64.0,Female,981.09,0
2022-07-14,Store A,Smartwatch,Electronics,971.36,4.0,Cash,Chicago,54.0,Female,3359.15,0
2023-01-11,Store A,Jacket,Clothing,1196.87,9.0,Cash,New York,45.0,Male,9970.59,0
2023-12-03,Store D,Headphones,Electronics,,4.0,Debit Card,Houston,39.0,Female,4124.59,0
2022-04-06,Store A,Microwave,Home & Kitchen,1189.0,1.0,Online Payment,Los Angeles,58.0,Male,981.02,0
2022-09-23,Store A,Cheese,Groceries,1645.85,9.0,Credit Card,New York,48.0,Male,14690.32,0
2023-07-09,Store B,Bread,Groceries,323.28,6.0,Credit Card,Chicago,53.0,Female,1960.63,0
2023-08-04,Store A,Eggs,Groceries,1684.66,5.0,Debit Card,Phoenix,22.0,Female,8358.97,0
2023-04-30,Store D,Smartphone,Electronics,1217.05,5.0,Cash,Houston,42.0,Female,5964.76,0
2023-06-02,Store C,Laptop,Electronics,1384.97,5.0,Cash,Houston,40.0,Female,8309.04,1
2022-05-18,Store A,Jacket,Clothing,583.01,1.0,Debit Card,Chicago,49.0,Female,529.64,0
2023-09-14,Store D,Vacuum,Home & Kitchen,184.3,2.0,Credit Card,Phoenix,,Male,313.68,0
2022-07-18,Store C,Milk,Groceries,905.33,3.0,Cash,New York,32.0,,3064.29,0
2023-10-24,Store C,Microwave,Home & Kitchen,,7.0,Online Payment,Phoenix,27.0,Female,966.97,0
2023-07-20,Store B,Blender,Home & Kitchen,1393.58,8.0,,Los Angeles,64.0,Male,9232.93,0
2023-01-22,Store B,Sneakers,Clothing,414.64,9.0,Credit Card,New York,41.0,Female,4090.25,0
2022-03-06,Store B,T-Shirt,Clothing,650.38,2.0,Online Payment,Chicago,54.0,Female,1368.03,0
2023-12-17,Store A,Smartphone,Electronics,1500.56,3.0,Debit Card,Houston,46.0,Male,4671.66,0
2022-11-20,Store A,T-Shirt,Clothing,1737.76,2.0,Cash,Phoenix,62.0,Male,4002.38,0
2023-12-19,Store D,Smartwatch,Electronics,1245.97,4.0,Debit Card,Chicago,35.0,Female,4757.26,0
2022-07-08,Store D,Coffee Maker,Home & Kitchen,1351.2,7.0,Debit Card,Phoenix,28.0,Female,10834.19,0
2023-11-01,Store B,Basketball,Sports,1271.17,4.0,Debit Card,New York,44.0,Female,6095.67,1
2023-10-21,Store D,Microwave,Home & Kitchen,1008.76,1.0,Online Payment,New York,,Female,1024.65,0
2022-12-02,Store A,Blender,Home & Kitchen,1286.63,1.0,Debit Card,New York,37.0,Female,1475.61,0
2022-10-04,Store A,Coffee Maker,Home & Kitchen,778.25,4.0,Debit Card,Phoenix,24.0,Male,2925.85,0
2022-11-25,Store C,Bread,Groceries,1790.37,5.0,Credit Card,Los Angeles,20.0,Male,7489.07,0
2022-02-10,Store C,Football,Sports,596.07,1.0,Credit Card,Los Angeles,18.0,Male,480.58,0
2023-05-02,Store D,Smartwatch,Electronics,1179.92,4.0,Credit Card,Los Angeles,67.0,Female,3776.98,0
2022-01-08,Store D,Vacuum,Home & Kitchen,137.72,1.0,Cash,Phoenix,33.0,Female,143.61,0
2023-08-13,Store D,Microwave,Home & Kitchen,1265.87,9.0,Cash,Los Angeles,52.0,Female,11378.1,1
2022-01-11,Store A,Smartphone,Electronics,494.48,7.0,Credit Card,Houston,32.0,Male,3106.54,0
2023-03-20,Store B,Blender,Home & Kitchen,1886.41,,Online Payment,New York,59.0,Male,1980.98,0
2022-09-28,Store D,Tennis Racket,Sports,1368.44,1.0,Credit Card,New York,60.0,Male,1507.93,0
2022-11-07,Store B,Vacuum,Home & Kitchen,1156.51,5.0,Online Payment,Houston,48.0,Female,4910.55,0
2022-06-17,Store C,Milk,Groceries,261.55,5.0,Credit Card,Los Angeles,35.0,Female,1292.92,0
2023-04-13,Store A,Vacuum,Home & Kitchen,1006.23,8.0,Debit Card,Chicago,41.0,Female,8806.61,0
2022-07-08,Store B,Bread,Groceries,1156.08,8.0,Online Payment,Los Angeles,60.0,Female,10369.62,0
2022-02-23,Store B,Tennis Racket,Sports,657.45,4.0,Cash,Phoenix,45.0,Male,2891.08,1
2023-12-02,Store A,Vacuum,Home & Kitchen,1853.13,2.0,Cash,Phoenix,60.0,Male,3671.93,0
2022-07-29,Store D,Vacuum,Home & Kitchen,1931.84,4.0,Cash,Chicago,47.0,Female,9156.03,1
2022-03-18,Store B,Tennis Racket,Sports,1651.7,2.0,Credit Card,Chicago,55.0,Female,3631.1,0
2023-01-03,Store C,Blender,Home & Kitchen,1165.22,5.0,Online Payment,Phoenix,41.0,Male,5934.88,0
2023-10-31,Store D,Smartphone,Electronics,890.28,5.0,Online Payment,Los Angeles,18.0,Female,5276.42,0
2023-06-06,Store D,Sneakers,Clothing,1627.23,8.0,Credit Card,Chicago,31.0,Male,14446.78,0
2022-07-25,Store D,Football,Sports,1198.66,4.0,,New York,39.0,Male,4660.98,0
2023-12-05,Store C,Smartphone,Electronics,1027.77,,Online Payment,Los Angeles,54.0,Female,7231.6,0
2023-10-24,Store D,Basketball,Sports,117.54,8.0,Cash,Los Angeles,38.0,Male,1065.36,0
2022-11-12,Store D,Jacket,Clothing,1128.76,9.0,Cash,Phoenix,45.0,Female,8191.95,0
2023-04-01,Store D,T-Shirt,Clothing,1511.76,1.0,Cash,Houston,69.0,Male,1577.36,0
2022-09-16,Store A,Tennis Racket,Sports,891.57,5.0,Online Payment,Chicago,48.0,Female,3687.6,0
2023-08-09,Store A,Microwave,Home & Kitchen,1381.11,7.0,Cash,New York,55.0,Male,8031.9,0
2022-01-19,Store B,Football,Sports,356.31,6.0,Online Payment,New York,21.0,Male,2242.48,1
2022-07-13,Store D,Blender,Home & Kitchen,138.61,6.0,Credit Card,Los Angeles,57.0,Female,824.76,0
2023-03-30,Store D,Smartphone,Electronics,1924.43,5.0,Online Payment,Chicago,62.0,Male,11513.77,0
2023-02-24,Store D,Laptop,Electronics,1347.57,7.0,Debit Card,Chicago,47.0,Male,9593.48,0
2022-04-23,Store B,Jeans,Clothing,300.43,8.0,Debit Card,Chicago,19.0,Male,1958.21,0
2022-12-04,Store A,Basketball,Sports,258.81,5.0,Credit Card,Chicago,25.0,,1398.82,0
2022-02-12,Store A,Bread,Groceries,396.51,4.0,Cash,New York,68.0,Female,1618.43,0
2023-05-09,Store A,Milk,Groceries,919.31,1.0,Online Payment,Houston,39.0,Male,893.07,0
2023-02-01,Store B,Laptop,Electronics,73.63,,Credit Card,Los Angeles,60.0,Female,746.45,0
2023-09-22,Store D,Cheese,Groceries,646.38,5.0,Online Payment,Houston,47.0,Female,3674.32,0
2022-05-13,Store B,Jeans,Clothing,1423.76,6.0,Debit Card,New York,19.0,Male,9444.16,0
2023-06-14,Store A,Jacket,Clothing,,6.0,Debit Card,Phoenix,64.0,Female,11459.94,0
2023-05-24,Store A,Coffee Maker,Home & Kitchen,836.05,6.0,Debit Card,Houston,57.0,Male,4739.75,0
2023-10-24,Store A,Smartwatch,Electronics,1969.42,6.0,Online Payment,Phoenix,19.0,Male,12003.49,0
2023-02-15,Store D,Smartwatch,Electronics,449.9,7.0,Online Payment,New York,44.0,Female,3746.96,1
2022-12-18,Store A,Eggs,Groceries,1692.11,9.0,Cash,Houston,43.0,Male,16866.09,0
2023-08-31,Store D,Eggs,Groceries,1178.18,5.0,Cash,Phoenix,32.0,Male,5644.7,0
2022-12-17,Store B,Basketball,Sports,,7.0,Cash,New York,66.0,Female,12157.86,0
2023-11-15,Store A,Sneakers,Clothing,492.03,6.0,Cash,Phoenix,69.0,Female,2620.08,0
2023-02-26,Store C,Jeans,Clothing,787.83,1.0,,New York,26.0,Female,931.32,0
2022-11-07,Store B,Milk,Groceries,990.49,2.0,Online Payment,New York,55.0,Female,2116.29,0
2022-10-07,Store C,Tennis Racket,Sports,664.85,5.0,Cash,Los Angeles,69.0,Female,3420.38,1
2023-11-06,Store B,Milk,Groceries,351.18,2.0,Credit Card,Houston,35.0,Male,624.71,1
2022-03-16,Store A,Basketball,Sports,429.86,6.0,Online Payment,Phoenix,67.0,Female,2700.14,1
2022-01-19,Store C,Laptop,Electronics,1034.99,5.0,Debit Card,Chicago,27.0,,4161.68,0
2022-11-10,Store C,Coffee Maker,Home & Kitchen,,1.0,Debit Card,Chicago,60.0,Female,1402.93,0
2023-06-30,Store A,Eggs,Groceries,1986.54,9.0,Online Payment,Chicago,37.0,Male,19745.47,0
2023-06-05,Store B,Blender,Home & Kitchen,661.46,9.0,Credit Card,Phoenix,41.0,Male,6074.24,0
2022-07-11,Store C,Blender,Home & Kitchen,542.14,5.0,Debit Card,New York,34.0,,2366.21,0
2022-03-23,Store B,Milk,Groceries,1410.59,9.0,Cash,Houston,24.0,Male,11194.42,0
2023-07-09,Store D,Smartphone,Electronics,1688.63,1.0,Online Payment,Chicago,66.0,Female,1579.79,0
2023-04-25,Store D,Sneakers,Clothing,89.63,,,Phoenix,64.0,Female,762.05,1
2023-05-08,Store B,Jacket,Clothing,1873.61,8.0,Cash,Phoenix,53.0,Male,16398.26,0
2023-04-17,Store A,Smartwatch,Electronics,686.14,9.0,Debit Card,Houston,41.0,Male,7195.99,0
2023-06-01,Store A,Jeans,Clothing,316.85,,Debit Card,Chicago,61.0,Female,1319.38,0
2023-01-28,Store A,Microwave,Home & Kitchen,482.12,8.0,Debit Card,Los Angeles,32.0,Male,4614.97,0
2023-03-08,Store D,Basketball,Sports,1147.68,5.0,Credit Card,Chicago,44.0,Male,5340.7,0
2023-03-28,Store D,Tennis Racket,Sports,1510.3,7.0,Cash,Houston,67.0,Male,10962.09,0
2022-06-04,Store C,Sneakers,Clothing,1703.55,5.0,Debit Card,New York,28.0,Male,9460.83,0
2022-08-28,Store A,Yoga Mat,Sports,1601.01,3.0,Cash,Los Angeles,60.0,Male,5672.32,0
2022-07-21,Store D,Coffee Maker,Home & Kitchen,362.83,6.0,Credit Card,Los Angeles,58.0,Male,2218.59,1
2023-02-23,Store C,Milk,Groceries,684.51,1.0,Credit Card,New York,25.0,Male,575.33,0
2022-08-14,Store A,Vacuum,Home & Kitchen,1422.29,2.0,Debit Card,Phoenix,59.0,Female,2418.15,0
2022-02-25,Store A,Laptop,Electronics,598.22,7.0,,Chicago,26.0,Male,3750.66,0
2023-07-15,Store B,Bread,Groceries,681.19,7.0,Credit Card,Houston,26.0,Female,4614.47,0
2022-12-09,Store B,T-Shirt,Clothing,1534.36,2.0,Credit Card,Los Angeles,64.0,,3645.73,0
2022-02-11,Store D,Vacuum,Home & Kitchen,1081.77,3.0,,Houston,31.0,Female,3471.58,0
2022-12-17,Store C,Blender,Home & Kitchen,1146.48,6.0,Cash,Chicago,21.0,Female,7261.64,0
2023-04-11,Store C,Milk,Groceries,142.96,8.0,Credit Card,Los Angeles,65.0,Male,1031.39,0
2022-01-01,Store D,Yoga Mat,Sports,1593.03,2.0,Online Payment,New York,29.0,Male,2823.49,0
2022-05-27,Store A,Jeans,Clothing,388.66,2.0,,Chicago,69.0,Male,814.51,0
2022-02-14,Store B,Bread,Groceries,1480.46,2.0,Cash,Phoenix,,Male,3365.53,0
2023-05-10,Store C,Bread,Groceries,467.92,7.0,Debit Card,Chicago,67.0,Female,3644.06,1
2022-05-21,Store B,Cheese,Groceries,,4.0,Debit Card,Houston,66.0,Male,2052.66,0
2023-10-03,Store B,Vacuum,Home & Kitchen,350.72,1.0,Online Payment,New York,65.0,Male,342.63,0
2023-01-17,Store A,Jacket,Clothing,297.14,5.0,Cash,Houston,63.0,Male,1193.35,1
2023-06-10,Store C,Coffee Maker,Home & Kitchen,592.52,1.0,Credit Card,Los Angeles,33.0,Female,622.75,0
2022-06-28,Store B,Smartphone,Electronics,1891.77,,Cash,Chicago,18.0,Female,12978.33,0
2022-02-10,Store C,Vacuum,Home & Kitchen,101.04,4.0,Credit Card,New York,63.0,Male,465.15,0
2022-04-23,Store C,Jacket,Clothing,1293.39,3.0,Online Payment,Chicago,56.0,Male,4146.28,0
2022-01-19,Store D,Sneakers,Clothing,1845.59,1.0,Credit Card,Chicago,68.0,Female,2008.84,0
2022-10-06,Store A,Headphones,Electronics,873.99,1.0,Credit Card,Houston,42.0,Female,741.22,0
2022-02-08,Store A,Eggs,Groceries,734.36,4.0,Online Payment,New York,54.0,Male,3141.88,0
2022-12-09,Store A,Tennis Racket,Sports,,6.0,Online Payment,Los Angeles,58.0,Male,5046.63,0
2022-09-18,Store C,Vacuum,Home & Kitchen,1763.49,4.0,Online Payment,Chicago,59.0,Female,5923.01,0
2022-10-31,Store A,Eggs,Groceries,1396.94,4.0,,Houston,44.0,Male,6646.75,0
2022-03-17,Store A,T-Shirt,Clothing,1343.76,7.0,Cash,Houston,43.0,Female,9591.85,0
2022-11-27,Store D,Football,Sports,,6.0,Online Payment,Los Angeles,19.0,Male,2885.1,0
2022-09-23,Store D,Jacket,Clothing,1680.43,9.0,Cash,New York,34.0,Female,12334.6,0
2022-05-18,Store A,Sneakers,Clothing,67.69,,Online Payment,New York,69.0,Male,195.3,0
2022-07-06,Store B,Jacket,Clothing,825.32,2.0,Online Payment,Houston,49.0,Female,1729.06,0
2022-10-23,Store D,Headphones,Electronics,877.2,,,Chicago,52.0,Male,3816.24,0
2023-02-03,Store A,Smartwatch,Electronics,132.27,3.0,Online Payment,Houston,21.0,Male,355.9,0
2022-01-14,Store A,Smartphone,Electronics,,8.0,Debit Card,Houston,39.0,Male,12761.3,0
2022-02-22,Store B,Microwave,Home & Kitchen,698.09,3.0,Online Payment,New York,33.0,Female,2125.49,0
2022-04-27,Store B,Jeans,Clothing,1578.29,3.0,Cash,New York,66.0,Male,4621.61,0
2022-03-13,Store B,Milk,Groceries,931.87,2.0,Cash,New York,49.0,Male,1848.78,0
2023-10-15,Store A,Jeans,Clothing,173.95,1.0,Cash,Houston,52.0,,164.09,1
2023-03-09,Store C,Bread,Groceries,162.47,5.0,Online Payment,Los Angeles,34.0,Male,954.08,0
2022-01-06,Store A,Sneakers,Clothing,1108.98,3.0,Credit Card,Houston,22.0,Female,3125.85,0
2022-12-10,Store D,Jacket,Clothing,253.25,5.0,Credit Card,Houston,23.0,Male,1411.28,0
2022-03-06,Store A,Headphones,Electronics,711.98,3.0,Online Payment,Houston,40.0,Male,2280.52,0
2022-01-14,Store B,Headphones,Electronics,1032.06,9.0,Credit Card,Houston,34.0,Male,9892.75,0
2023-08-12,Store A,Microwave,Home & Kitchen,821.32,4.0,Debit Card,Houston,39.0,Female,2859.54,0
2022-08-11,Store D,Milk,Groceries,1946.9,8.0,Cash,Houston,63.0,Male,18321.25,0
2022-03-20,Store C,Basketball,Sports,1779.33,7.0,Online Payment,Chicago,49.0,Male,12547.02,0
2022-02-13,Store C,Blender,Home & Kitchen,1630.27,1.0,,New York,52.0,Male,1890.63,1
2023-05-18,Store A,Jeans,Clothing,,7.0,Credit Card,Houston,56.0,Male,7545.79,0
2023-04-01,Store D,Yoga Mat,Sports,1111.54,4.0,Online Payment,New York,45.0,Male,4770.94,0
2022-11-06,Store D,Eggs,Groceries,954.72,8.0,Online Payment,New York,50.0,Male,8972.32,0
2022-08-17,Store C,Jacket,Clothing,407.25,3.0,Debit Card,Chicago,31.0,Male,1057.68,0
2023-02-19,Store B,Tennis Racket,Sports,,5.0,Credit Card,New York,43.0,Male,7362.66,0
2023-01-20,Store A,Cheese,Groceries,509.45,6.0,Online Payment,Chicago,39.0,,3543.01,0
2022-04-24,Store A,Bread,Groceries,,4.0,,New York,60.0,,4612.21,0
2022-05-24,Store B,Cheese,Groceries,1580.29,5.0,Cash,New York,48.0,Female,7883.81,0
2022-11-03,Store D,Vacuum,Home & Kitchen,52.07,8.0,Cash,Houston,25.0,Female,463.75,0
2023-11-04,Store C,Jeans,Clothing,258.01,5.0,Online Payment,New York,21.0,Female,1380.67,0
2022-02-23,Store C,Tennis Racket,Sports,936.12,1.0,Debit Card,Chicago,,Female,938.34,0
2022-02-22,Store B,Laptop,Electronics,981.46,6.0,Online Payment,Los Angeles,28.0,Female,5281.17,0
2023-10-19,Store B,Smartphone,Electronics,1423.22,6.0,Cash,Los Angeles,51.0,Male,7609.39,1
2022-12-15,Store A,Microwave,Home & Kitchen,818.93,9.0,Online Payment,Houston,25.0,Female,6550.7,0
2022-11-14,Store B,Eggs,Groceries,1226.45,7.0,Debit Card,New York,23.0,Male,9137.42,0
2023-03-18,Store D,Eggs,Groceries,1915.46,9.0,Cash,Los Angeles,47.0,Female,14966.87,0
2022-05-30,Store B,Tennis Racket,Sports,290.85,4.0,Credit Card,Phoenix,33.0,Male,1392.1,0
2022-09-21,Store B,Coffee Maker,Home & Kitchen,1989.32,8.0,Debit Card,Houston,,Male,14607.14,0
2023-08-13,Store C,Yoga Mat,Sports,143.16,9.0,Cash,Houston,67.0,Male,1304.06,0
2022-11-04,Store B,T-Shirt,Clothing,535.71,5.0,Online Payment,New York,69.0,Male,2665.95,0
2022-01-12,Store A,Football,Sports,302.24,5.0,,Houston,60.0,Female,1357.7,0
2023-04-30,Store D,Headphones,Electronics,1208.41,2.0,Online Payment,New York,43.0,Female,1943.66,0
2023-03-26,Store C,Football,Sports,170.08,2.0,,New York,50.0,Male,347.18,0
2022-01-20,Store A,T-Shirt,Clothing,1845.68,7.0,Cash,Chicago,55.0,Male,11823.54,0
2022-04-26,Store D,T-Shirt,Clothing,1039.9,8.0,Debit Card,Houston,62.0,Male,6745.48,0
2022-04-02,Store C,Jeans,Clothing,1250.36,5.0,,Los Angeles,,Male,5477.42,1
2023-04-26,Store B,Smartphone,Electronics,1084.11,8.0,Credit Card,New York,67.0,Male,9374.16,0
2023-04-26,Store D,Cheese,Groceries,,5.0,Cash,Phoenix,23.0,Male,2451.25,1
2022-11-19,Store B,Eggs,Groceries,444.12,6.0,Online Payment,New York,21.0,Male,2909.06,0
2022-10-01,Store B,Football,Sports,1200.92,2.0,Online Payment,Phoenix,50.0,Female,2289.64,0
2023-11-22,Store C,Milk,Groceries,128.77,8.0,Credit Card,Los Angeles,65.0,Female,1060.6,0
2022-07-29,Store A,Eggs,Groceries,1983.43,1.0,,Chicago,33.0,Male,2328.93,0
2022-12-23,Store A,Microwave,Home & Kitchen,800.02,6.0,Credit Card,Chicago,48.0,Female,5059.51,0
2023-10-27,Store C,Tennis Racket,Sports,461.61,3.0,Online Payment,Phoenix,51.0,,1588.9,0
2023-04-16,Store A,Blender,Home & Kitchen,1606.69,6.0,,Houston,69.0,Female,8714.02,0
2022-10-10,Store A,Smartphone,Electronics,1353.67,1.0,Cash,Chicago,53.0,Female,1446.83,0
2023-09-07,Store A,T-Shirt,Clothing,,6.0,Online Payment,Houston,48.0,Female,209.83,0
2023-10-04,Store A,Cheese,Groceries,144.79,9.0,Online Payment,Houston,64.0,,1385.44,0
2022-06-16,Store B,Milk,Groceries,1546.38,4.0,Cash,Chicago,,,5160.35,0
2022-12-19,Store B,Smartphone,Electronics,1681.7,1.0,Online Payment,Houston,41.0,Male,1929.43,0
2023-04-27,Store D,Basketball,Sports,1871.11,7.0,Cash,New York,31.0,Female,15409.97,0
2023-02-01,Store A,Jacket,Clothing,1416.32,5.0,Cash,Chicago,22.0,Female,7413.57,1
2023-05-24,Store A,Basketball,Sports,77.14,1.0,Debit Card,Chicago,58.0,Male,68.73,0
2022-11-23,Store C,Vacuum,Home & Kitchen,1692.47,5.0,Online Payment,New York,59.0,Female,8189.69,0
2022-09-15,Store D,Jacket,Clothing,1665.11,7.0,Debit Card,Phoenix,44.0,Female,10225.06,0
2022-12-31,Store D,Jacket,Clothing,955.58,9.0,Debit Card,Los Angeles,34.0,Female,7084.76,0
2023-05-05,Store B,T-Shirt,Clothing,182.24,6.0,Credit Card,New York,51.0,Female,1120.22,0
2022-11-05,Store C,Smartwatch,Electronics,311.55,2.0,Debit Card,New York,61.0,Male,688.16,0
2022-01-09,Store D,Laptop,Electronics,1117.96,5.0,Debit Card,Phoenix,55.0,Female,4580.72,0
2022-09-28,Store B,Smartwatch,Electronics,927.47,9.0,Debit Card,Phoenix,51.0,,8893.22,0
2023-06-16,Store C,Milk,Groceries,503.3,2.0,Cash,New York,31.0,Female,1196.3,0
2023-01-16,Store B,Tennis Racket,Sports,916.43,6.0,Debit Card,Phoenix,19.0,Female,5871.36,1
2022-11-01,Store B,Microwave,Home & Kitchen,773.29,4.0,Cash,New York,33.0,Female,3208.94,0
2022-01-14,Store A,Smartphone,Electronics,,8.0,Debit Card,Houston,39.0,Male,12761.3,0
2023-08-30,Store A,Football,Sports,763.06,5.0,Online Payment,New York,18.0,Female,3645.48,0
2023-06-21,Store C,Jacket,Clothing,806.74,8.0,Cash,Chicago,33.0,Female,7096.64,0
2022-07-31,Store A,T-Shirt,Clothing,1094.76,2.0,Debit Card,Phoenix,59.0,Female,1979.92,0
2022-11-10,Store B,Basketball,Sports,1568.75,3.0,Online Payment,Los Angeles,31.0,,3841.72,0
2022-10-12,Store B,Cheese,Groceries,659.68,7.0,Cash,New York,43.0,Male,4618.83,0
2023-03-02,Store A,Jeans,Clothing,1769.33,7.0,Credit Card,Chicago,39.0,,12196.28,0
2022-03-31,Store A,Laptop,Electronics,641.36,2.0,Credit Card,Phoenix,67.0,Male,1159.94,0
2022-05-02,Store D,Football,Sports,380.3,8.0,Credit Card,Phoenix,45.0,Female,2863.94,0
2023-08-18,Store D,Bread,Groceries,1257.85,4.0,Online Payment,New York,66.0,Female,5381.63,0
2022-05-28,Store D,Headphones,Electronics,1292.12,4.0,Cash,Chicago,,Male,6079.21,0
